index,instrument_name,instrument_type,is_active,tick_size,option_type,strike,expiry,minimum_amount,amount_step,maker_fee_rate,taker_fee_rate,ask_price,ask_size,bid_price,bid_size,market_price,delta,gamma,vega,theta,iv,mark,ts
BTC-USD,BTC-20260925-440000-P,option,True,1,P,440000.0,20260925,0.01,0.0001,0.0001,0.0003,0.0,0.0,0.0,0.0,64000.0,-0.99972,3e-08,0.49347,-0.08035,0.68027,368499.0,1772274857496
BTC-USD,BTC-20260925-440000-C,option,True,1,C,440000.0,20260925,0.01,0.0001,0.0001,0.0003,0.0,0.0,0.0,0.0,64000.0,0.00027,3e-08,0.49347,-0.08035,0.68027,2.0,1772274856890
BTC-USD,BTC-20260925-420000-P,option,True,1,P,420000.0,20260925,0.01,0.0001,0.0001,0.0003,0.0,0.0,0.0,0.0,64021.0,-0.99961,4e-08,0.6763,-0.11016,0.68051,348822.0,1772274866492
BTC-USD,BTC-20260925-420000-C,option,True,1,C,420000.0,20260925,0.01,0.0001,0.0001,0.0003,0.0,0.0,0.0,0.0,64000.0,0.00038,4e-08,0.67163,-0.10936,0.68027,2.0,1772274857496
BTC-USD,BTC-20260925-40000-P,option,True,1,P,40000.0,20260925,0.01,0.0001,0.0001,0.0003,2068.0,1.0,1607.0,1.0,64014.0,-0.10186,5.8e-06,86.14138,-12.8267,0.62209,1804.0,1772274864975
BTC-USD,BTC-20260925-40000-C,option,True,1,C,40000.0,20260925,0.01,0.0001,0.0001,0.0003,26813.0,1.0,26060.0,1.0,64021.0,0.89817,5.8e-06,86.12541,-12.82432,0.62209,26507.0,1772274865482
BTC-USD,BTC-20260925-400000-P,option,True,1,P,400000.0,20260925,0.01,0.0001,0.0001,0.0003,0.0,0.0,0.0,0.0,64000.0,-0.99946,5e-08,0.91988,-0.14978,0.68027,329183.0,1772274857597
BTC-USD,BTC-20260925-400000-C,option,True,1,C,400000.0,20260925,0.01,0.0001,0.0001,0.0003,0.0,0.0,0.0,0.0,64000.0,0.00053,5e-08,0.91988,-0.14978,0.68027,4.0,1772274857698
BTC-USD,BTC-20260925-380000-P,option,True,1,P,380000.0,20260925,0.01,0.0001,0.0001,0.0003,0.0,0.0,0.0,0.0,64000.0,-0.99923,7e-08,1.26801,-0.20647,0.68027,309526.0,1772274857495
BTC-USD,BTC-20260925-380000-C,option,True,1,C,380000.0,20260925,0.01,0.0001,0.0001,0.0003,0.0,0.0,0.0,0.0,64000.0,0.00076,7e-08,1.26801,-0.20647,0.68027,6.0,1772274857901
BTC-USD,BTC-20260925-360000-P,option,True,1,P,360000.0,20260925,0.01,0.0001,0.0001,0.0003,0.0,0.0,0.0,0.0,64000.0,-0.99891,1e-07,1.75949,-0.28649,0.68027,289869.0,1772274858708
BTC-USD,BTC-20260925-360000-C,option,True,1,C,360000.0,20260925,0.01,0.0001,0.0001,0.0003,0.0,0.0,0.0,0.0,64021.0,0.00109,1e-07,1.77011,-0.28832,0.68051,8.0,1772274866189
BTC-USD,BTC-20260925-340000-P,option,True,1,P,340000.0,20260925,0.01,0.0001,0.0001,0.0003,0.0,0.0,0.0,0.0,64000.0,-0.99843,1.5e-07,2.45794,-0.40022,0.68027,270215.0,1772274857192
BTC-USD,BTC-20260925-340000-C,option,True,1,C,340000.0,20260925,0.01,0.0001,0.0001,0.0003,0.0,0.0,0.0,0.0,64021.0,0.00157,1.5e-07,2.47199,-0.40265,0.68051,13.0,1772274865380
BTC-USD,BTC-20260925-320000-P,option,True,1,P,320000.0,20260925,0.01,0.0001,0.0001,0.0003,0.0,0.0,0.0,0.0,64000.0,-0.99772,2.1e-07,3.45704,-0.5629,0.68027,250562.0,1772274857901
BTC-USD,BTC-20260925-320000-C,option,True,1,C,320000.0,20260925,0.01,0.0001,0.0001,0.0003,0.0,0.0,0.0,0.0,64000.0,0.00227,2.1e-07,3.45704,-0.5629,0.68027,19.0,1772274856789
BTC-USD,BTC-20260925-300000-P,option,True,1,P,300000.0,20260925,0.01,0.0001,0.0001,0.0003,0.0,0.0,0.0,0.0,64021.0,-0.99663,3e-07,4.91997,-0.80139,0.68051,230894.0,1772274865482
BTC-USD,BTC-20260925-300000-C,option,True,1,C,300000.0,20260925,0.01,0.0001,0.0001,0.0003,0.0,0.0,0.0,0.0,64000.0,0.00335,3e-07,4.89529,-0.79709,0.68027,29.0,1772274858608
BTC-USD,BTC-20260925-290000-P,option,True,1,P,290000.0,20260925,0.01,0.0001,0.0001,0.0003,0.0,0.0,0.0,0.0,64000.0,-0.99591,3.5e-07,5.83983,-0.95089,0.68027,221090.0,1772274858809
BTC-USD,BTC-20260925-290000-C,option,True,1,C,290000.0,20260925,0.01,0.0001,0.0001,0.0003,0.0,0.0,0.0,0.0,64014.0,0.00409,3.6e-07,5.86428,-0.9552,0.68051,36.0,1772274864975
BTC-USD,BTC-20260925-280000-P,option,True,1,P,280000.0,20260925,0.01,0.0001,0.0001,0.0003,0.0,0.0,0.0,0.0,64000.0,-0.99501,4.3e-07,6.97792,-1.1362,0.68027,211270.0,1772274857193
BTC-USD,BTC-20260925-280000-C,option,True,1,C,280000.0,20260925,0.01,0.0001,0.0001,0.0003,0.0,0.0,0.0,0.0,64021.0,0.005,4.3e-07,7.01063,-1.14193,0.68051,45.0,1772274865279
BTC-USD,BTC-20260925-270000-P,option,True,1,P,270000.0,20260925,0.01,0.0001,0.0001,0.0003,0.0,0.0,0.0,0.0,64021.0,-0.99401,5e-07,8.21219,-1.3339,0.6786,201431.0,1772274866231
BTC-USD,BTC-20260925-270000-C,option,True,1,C,270000.0,20260925,0.01,0.0001,0.0001,0.0003,0.0,0.0,0.0,0.0,64000.0,0.00598,5e-07,8.21408,-1.33458,0.67879,54.0,1772274857395
BTC-USD,BTC-20260925-260000-P,option,True,1,P,260000.0,20260925,0.01,0.0001,0.0001,0.0003,0.0,0.0,0.0,0.0,64021.0,-0.99328,5.6e-07,9.09261,-1.46074,0.67117,191608.0,1772274866189
BTC-USD,BTC-20260925-260000-C,option,True,1,C,260000.0,20260925,0.01,0.0001,0.0001,0.0003,0.0,0.0,0.0,0.0,64000.0,0.00671,5.6e-07,9.0934,-1.46125,0.67135,61.0,1772274856889
BTC-USD,BTC-20260925-250000-P,option,True,1,P,250000.0,20260925,0.01,0.0001,0.0001,0.0003,0.0,0.0,0.0,0.0,64021.0,-0.99243,6.3e-07,10.10908,-1.60521,0.66339,181786.0,1772274865987
BTC-USD,BTC-20260925-250000-C,option,True,1,C,250000.0,20260925,0.01,0.0001,0.0001,0.0003,0.0,0.0,0.0,0.0,64021.0,0.00756,6.3e-07,10.10908,-1.60521,0.66339,69.0,1772274865583
BTC-USD,BTC-20260925-240000-P,option,True,1,P,240000.0,20260925,0.01,0.0001,0.0001,0.0003,0.0,0.0,0.0,0.0,64021.0,-0.99141,7.2e-07,11.28963,-1.77063,0.65524,171966.0,1772274866289
BTC-USD,BTC-20260925-240000-C,option,True,1,C,240000.0,20260925,0.01,0.0001,0.0001,0.0003,0.0,0.0,0.0,0.0,64021.0,0.00858,7.2e-07,11.28963,-1.77063,0.65524,78.0,1772274866794
BTC-USD,BTC-20260925-230000-P,option,True,1,P,230000.0,20260925,0.01,0.0001,0.0001,0.0003,0.0,0.0,0.0,0.0,64021.0,-0.99021,8.2e-07,12.66962,-1.96108,0.64667,162148.0,1772274865785
BTC-USD,BTC-20260925-230000-C,option,True,1,C,230000.0,20260925,0.01,0.0001,0.0001,0.0003,286.0,0.7524,0.0,0.0,64014.0,0.00978,8.2e-07,12.66155,-1.95983,0.64667,89.0,1772274864269
BTC-USD,BTC-20260925-220000-P,option,True,1,P,220000.0,20260925,0.01,0.0001,0.0001,0.0003,0.0,0.0,0.0,0.0,64000.0,-0.98876,9.3e-07,14.28577,-2.18083,0.63778,152351.0,1772274858204
BTC-USD,BTC-20260925-220000-C,option,True,1,C,220000.0,20260925,0.01,0.0001,0.0001,0.0003,296.0,0.7524,0.0,0.0,64014.0,0.01123,9.3e-07,14.28506,-2.18029,0.63765,103.0,1772274864166
BTC-USD,BTC-20260925-210000-P,option,True,1,P,210000.0,20260925,0.01,0.0001,0.0001,0.0003,0.0,0.0,0.0,0.0,64000.0,-0.98699,1.08e-06,16.20844,-2.43738,0.62825,142538.0,1772274859112
BTC-USD,BTC-20260925-210000-C,option,True,1,C,210000.0,20260925,0.01,0.0001,0.0001,0.0003,308.0,0.7524,0.0,0.0,64021.0,0.013,1.08e-06,16.22107,-2.43886,0.62814,119.0,1772274866592
BTC-USD,BTC-20260925-20000-P,option,True,1,P,20000.0,20260925,0.01,1e-05,0.0001,0.0003,0.0,0.0,0.0,0.0,64000.0,-0.01211,7.9e-07,15.25258,-2.91994,0.7998,200.0,1772274857697
BTC-USD,BTC-20260925-20000-C,option,True,1,C,20000.0,20260925,0.01,1e-05,0.0001,0.0003,0.0,0.0,0.0,0.0,64000.0,0.98788,7.9e-07,15.25258,-2.91994,0.7998,44541.0,1772274857193
BTC-USD,BTC-20260925-200000-P,option,True,1,P,200000.0,20260925,0.01,0.0001,0.0001,0.0003,0.0,0.0,0.0,0.0,64000.0,-0.98483,1.25e-06,18.50782,-2.73858,0.61819,132728.0,1772274858002
BTC-USD,BTC-20260925-200000-C,option,True,1,C,200000.0,20260925,0.01,0.0001,0.0001,0.0003,323.0,0.7524,0.0,0.0,64021.0,0.01517,1.25e-06,18.52612,-2.7409,0.6181,139.0,1772274865785
BTC-USD,BTC-20260925-190000-P,option,True,1,P,190000.0,20260925,0.01,0.0001,0.0001,0.0003,0.0,0.0,0.0,0.0,64000.0,-0.98214,1.46e-06,21.28305,-3.09496,0.60754,122924.0,1772274857596
BTC-USD,BTC-20260925-190000-C,option,True,1,C,190000.0,20260925,0.01,0.0001,0.0001,0.0003,342.0,0.7524,0.0,0.0,64021.0,0.01787,1.46e-06,21.30883,-3.09839,0.60747,165.0,1772274866492
BTC-USD,BTC-20260925-185000-P,option,True,1,P,185000.0,20260925,0.01,0.0001,0.0001,0.0003,0.0,0.0,0.0,0.0,64021.0,-0.98053,1.59e-06,22.91925,-3.3021,0.60192,118005.0,1772274866737
BTC-USD,BTC-20260925-185000-C,option,True,1,C,185000.0,20260925,0.01,0.0001,0.0001,0.0003,352.0,0.7524,0.0,0.0,64014.0,0.01945,1.59e-06,22.90525,-3.30009,0.60192,179.0,1772274864470
BTC-USD,BTC-20260925-180000-P,option,True,1,P,180000.0,20260925,0.01,0.0001,0.0001,0.0003,0.0,0.0,0.0,0.0,64021.0,-0.97873,1.73e-06,24.70227,-3.5252,0.59621,113107.0,1772274866693
BTC-USD,BTC-20260925-180000-C,option,True,1,C,180000.0,20260925,0.01,0.0001,0.0001,0.0003,365.0,0.7524,0.0,0.0,64021.0,0.02126,1.73e-06,24.70227,-3.5252,0.59621,196.0,1772274866187
BTC-USD,BTC-20260925-175000-P,option,True,1,P,175000.0,20260925,0.01,0.0001,0.0001,0.0003,0.0,0.0,0.0,0.0,64000.0,-0.97673,1.89e-06,26.64011,-3.76433,0.59034,108231.0,1772274857395
BTC-USD,BTC-20260925-175000-C,option,True,1,C,175000.0,20260925,0.01,0.0001,0.0001,0.0003,378.0,0.7524,0.0,0.0,64021.0,0.0233,1.89e-06,26.68197,-3.77011,0.59032,216.0,1772274865482
BTC-USD,BTC-20260925-170000-P,option,True,1,P,170000.0,20260925,0.01,0.0001,0.0001,0.0003,0.0,0.0,0.0,0.0,64021.0,-0.97438,2.07e-06,28.88655,-4.03966,0.58425,103319.0,1772274866794
BTC-USD,BTC-20260925-170000-C,option,True,1,C,170000.0,20260925,0.01,0.0001,0.0001,0.0003,395.0,0.7524,3.0,0.7524,64021.0,0.02561,2.07e-06,28.88655,-4.03966,0.58425,238.0,1772274866290
BTC-USD,BTC-20260925-165000-P,option,True,1,P,165000.0,20260925,0.01,0.0001,0.0001,0.0003,0.0,0.0,0.0,0.0,64021.0,-0.97175,2.27e-06,31.34915,-4.33713,0.578,98429.0,1772274866390
BTC-USD,BTC-20260925-165000-C,option,True,1,C,165000.0,20260925,0.01,0.0001,0.0001,0.0003,414.0,0.7524,20.0,0.7524,64014.0,0.02823,2.27e-06,31.3306,-4.33456,0.578,263.0,1772274864535
BTC-USD,BTC-20260925-160000-P,option,True,1,P,160000.0,20260925,0.01,0.0001,0.0001,0.0003,0.0,0.0,0.0,0.0,64021.0,-0.96872,2.5e-06,34.10883,-4.66632,0.57155,93543.0,1772274866795
BTC-USD,BTC-20260925-160000-C,option,True,1,C,160000.0,20260925,0.01,0.0001,0.0001,0.0003,436.0,0.7524,38.0,0.7524,64000.0,0.03121,2.49e-06,34.04229,-4.65694,0.57152,291.0,1772274857294
BTC-USD,BTC-20260925-155000-P,option,True,1,P,155000.0,20260925,0.01,0.0001,0.0001,0.0003,0.0,0.0,0.0,0.0,64000.0,-0.96531,2.75e-06,37.13434,-5.02073,0.56486,88681.0,1772274856990
BTC-USD,BTC-20260925-155000-C,option,True,1,C,155000.0,20260925,0.01,0.0001,0.0001,0.0003,462.0,0.7524,60.0,0.7524,64021.0,0.03475,2.76e-06,37.21177,-5.0317,0.56492,325.0,1772274865582
BTC-USD,BTC-20260925-150000-P,option,True,1,P,150000.0,20260925,0.01,0.0001,0.0001,0.0003,0.0,0.0,0.0,0.0,64000.0,-0.96129,3.05e-06,40.62269,-5.42567,0.558,83805.0,1772274857092
BTC-USD,BTC-20260925-150000-C,option,True,1,C,150000.0,20260925,0.01,0.0001,0.0001,0.0003,493.0,0.7524,86.0,0.7524,64021.0,0.03879,3.05e-06,40.71265,-5.43847,0.55808,364.0,1772274865886
BTC-USD,BTC-20260925-145000-P,option,True,1,P,145000.0,20260925,0.01,0.0001,0.0001,0.0003,0.0,0.0,0.0,0.0,64021.0,-0.95649,3.39e-06,44.67635,-5.89277,0.55105,78918.0,1772274866290
BTC-USD,BTC-20260925-145000-C,option,True,1,C,145000.0,20260925,0.01,0.0001,0.0001,0.0003,530.0,0.7524,118.0,0.7524,64021.0,0.0435,3.39e-06,44.67635,-5.89277,0.55105,411.0,1772274865886
BTC-USD,BTC-20260925-140000-P,option,True,1,P,140000.0,20260925,0.01,0.0001,0.0001,0.0003,0.0,0.0,0.0,0.0,64000.0,-0.95109,3.78e-06,49.05911,-6.38446,0.54369,74076.0,1772274857901
BTC-USD,BTC-20260925-140000-C,option,True,1,C,140000.0,20260925,0.01,0.0001,0.0001,0.0003,577.0,0.7524,350.0,0.02,64021.0,0.04903,3.78e-06,49.17986,-6.40177,0.54383,465.0,1772274865785
BTC-USD,BTC-20260925-135000-P,option,True,1,P,135000.0,20260925,0.01,0.0001,0.0001,0.0003,0.0,0.0,0.0,0.0,64000.0,-0.94459,4.23e-06,54.17493,-6.95386,0.53626,69226.0,1772274858607
BTC-USD,BTC-20260925-135000-C,option,True,1,C,135000.0,20260925,0.01,0.0001,0.0001,0.0003,635.0,0.7524,207.0,0.7524,64021.0,0.05556,4.24e-06,54.31429,-6.97392,0.53643,530.0,1772274865986
BTC-USD,BTC-20260925-130000-P,option,True,1,P,130000.0,20260925,0.01,0.0001,0.0001,0.0003,0.0,0.0,0.0,0.0,64014.0,-0.93669,4.76e-06,60.15486,-7.61503,0.52887,64378.0,1772274864469
BTC-USD,BTC-20260925-130000-C,option,True,1,C,130000.0,20260925,0.01,0.0001,0.0001,0.0003,708.0,0.7524,270.0,0.7524,64000.0,0.06314,4.76e-06,60.02668,-7.5959,0.52867,607.0,1772274858607
BTC-USD,BTC-20260925-125000-P,option,True,1,P,125000.0,20260925,0.01,0.0001,0.0001,0.0003,0.0,0.0,0.0,0.0,64021.0,-0.92733,5.38e-06,66.92244,-8.3487,0.52119,59553.0,1772274865482
BTC-USD,BTC-20260925-125000-C,option,True,1,C,125000.0,20260925,0.01,0.0001,0.0001,0.0003,802.0,0.7524,353.0,0.7524,64021.0,0.07266,5.38e-06,66.92244,-8.3487,0.52119,705.0,1772274865380
BTC-USD,BTC-20260925-120000-P,option,True,1,P,120000.0,20260925,0.01,0.0001,0.0001,0.0003,0.0,0.0,0.0,0.0,64000.0,-0.91632,6.08e-06,74.45536,-9.14535,0.51316,54773.0,1772274857900
BTC-USD,BTC-20260925-120000-C,option,True,1,C,120000.0,20260925,0.01,0.0001,0.0001,0.0003,923.0,0.7524,460.0,0.7524,64000.0,0.08367,6.08e-06,74.45537,-9.14535,0.51316,820.0,1772274856731
BTC-USD,BTC-20260925-115000-P,option,True,1,P,115000.0,20260925,0.01,0.0001,0.0001,0.0003,50244.0,1.0,49675.0,1.0,64000.0,-0.90262,6.91e-06,83.33154,-10.08043,0.50538,50005.0,1772274857497
BTC-USD,BTC-20260925-115000-C,option,True,1,C,115000.0,20260925,0.01,0.0001,0.0001,0.0003,1030.0,1.0,670.0,1.0,64021.0,0.0977,6.92e-06,83.56439,-10.11505,0.5057,971.0,1772274865279
BTC-USD,BTC-20260925-110000-P,option,True,1,P,110000.0,20260925,0.01,0.0001,0.0001,0.0003,45543.0,1.0,44982.0,1.0,64000.0,-0.88577,7.87e-06,93.52746,-11.14265,0.49774,45276.0,1772274857596
BTC-USD,BTC-20260925-110000-C,option,True,1,C,110000.0,20260925,0.01,0.0001,0.0001,0.0003,1269.0,1.0,805.0,1.0,64021.0,0.11461,7.88e-06,93.78419,-11.18146,0.4981,1158.0,1772274866391
BTC-USD,BTC-20260925-105000-P,option,True,1,P,105000.0,20260925,0.01,0.0001,0.0001,0.0003,40883.0,1.0,40333.0,1.0,64000.0,-0.86489,8.99e-06,105.18043,-12.3464,0.4904,40600.0,1772274857900
BTC-USD,BTC-20260925-105000-C,option,True,1,C,105000.0,20260925,0.01,0.0001,0.0001,0.0003,1543.0,1.0,1050.0,1.0,64014.0,0.13549,9e-06,105.41059,-12.38375,0.49081,1397.0,1772274864874
BTC-USD,BTC-20260925-100000-P,option,True,1,P,100000.0,20260925,0.01,0.0001,0.0001,0.0003,53589.0,1.0,35757.0,1.0,64000.0,-0.83885,1.026e-05,118.35456,-13.70145,0.48365,35996.0,1772274858709
BTC-USD,BTC-20260925-100000-C,option,True,1,C,100000.0,20260925,0.01,0.0001,0.0001,0.0003,1906.0,1.0,1377.0,1.0,64021.0,0.16166,1.026e-05,118.64208,-13.74746,0.4841,1710.0,1772274865987
BTC-USD,BTC-20260626-95000-P,option,True,1,P,95000.0,20260626,0.01,1e-05,0.0001,0.0003,31068.0,1.0,30725.0,1.0,64000.0,-0.89309,1.019e-05,67.0048,-14.02088,0.49338,31151.0,1772274857798
BTC-USD,BTC-20260626-95000-C,option,True,1,C,95000.0,20260626,0.01,1e-05,0.0001,0.0003,798.0,1.0,602.0,1.0,64021.0,0.10711,1.02e-05,67.12224,-14.04547,0.49338,825.0,1772274866388
BTC-USD,BTC-20260626-90000-P,option,True,1,P,90000.0,20260626,0.01,0.0001,0.0001,0.0003,26417.0,1.0,26084.0,1.0,64021.0,-0.85982,1.26e-05,81.05413,-16.5815,0.48235,26460.0,1772274866289
BTC-USD,BTC-20260626-90000-C,option,True,1,C,90000.0,20260626,0.01,0.0001,0.0001,0.0003,1121.0,1.0,913.0,1.0,64021.0,0.14017,1.26e-05,81.05414,-16.5815,0.48235,1117.0,1772274865683
BTC-USD,BTC-20260626-85000-P,option,True,1,P,85000.0,20260626,0.01,1e-05,0.0001,0.0003,23202.0,1.0,20843.0,1.0,64000.0,-0.81445,1.542e-05,97.26823,-19.51889,0.47315,21948.0,1772274858405
BTC-USD,BTC-20260626-85000-C,option,True,1,C,85000.0,20260626,0.01,1e-05,0.0001,0.0003,1595.0,1.0,1386.0,1.0,64014.0,0.18575,1.543e-05,97.35712,-19.53674,0.47315,1551.0,1772274864572
BTC-USD,BTC-20260626-80000-P,option,True,1,P,80000.0,20260626,0.01,0.0001,0.0001,0.0003,18943.0,1.0,16585.0,1.0,64014.0,-0.7518,1.849e-05,115.16386,-22.81737,0.46716,17633.0,1772274864875
BTC-USD,BTC-20260626-80000-C,option,True,1,C,80000.0,20260626,0.01,0.0001,0.0001,0.0003,2329.0,1.0,2059.0,1.0,64021.0,0.24832,1.849e-05,115.20956,-22.82643,0.46716,2214.0,1772274866694
BTC-USD,BTC-20260626-75000-P,option,True,1,P,75000.0,20260626,0.01,1e-05,0.0001,0.0003,13971.0,1.0,13596.0,3.285,64000.0,-0.66974,2.12e-05,131.76545,-26.05829,0.46629,13685.0,1772274858708
BTC-USD,BTC-20260626-75000-C,option,True,1,C,75000.0,20260626,0.01,1e-05,0.0001,0.0003,3440.0,1.0,3170.0,1.0,64014.0,0.33054,2.121e-05,131.83946,-26.07294,0.46629,3219.0,1772274864167
BTC-USD,BTC-20260626-70000-P,option,True,1,P,70000.0,20260626,0.01,0.0001,0.0001,0.0003,10480.0,1.0,10107.0,1.0,64014.0,-0.56825,2.269e-05,143.009,-28.67739,0.47281,10210.0,1772274865076
BTC-USD,BTC-20260626-70000-C,option,True,1,C,70000.0,20260626,0.01,0.0001,0.0001,0.0003,4984.0,1.0,4670.0,1.0,64021.0,0.4319,2.268e-05,143.03518,-28.68264,0.47281,4722.0,1772274866997
BTC-USD,BTC-20260626-660000-P,option,True,1,P,660000.0,20260626,0.01,0.0001,0.0001,0.0003,0.0,0.0,0.0,0.0,64000.0,-0.99999,0.0,0.0,0.0,0.68068,591337.0,1772274858001
BTC-USD,BTC-20260626-660000-C,option,True,1,C,660000.0,20260626,0.01,0.0001,0.0001,0.0003,0.0,0.0,0.0,0.0,64021.0,0.0,0.0,0.0,0.0,0.68068,0.0,1772274867198
BTC-USD,BTC-20260626-65000-P,option,True,1,P,65000.0,20260626,0.01,1e-05,0.0001,0.0003,7647.0,1.0,7308.0,1.0,64021.0,-0.4563,2.214e-05,144.28329,-29.90222,0.48865,7361.0,1772274865838
BTC-USD,BTC-20260626-65000-C,option,True,1,C,65000.0,20260626,0.01,1e-05,0.0001,0.0003,7163.0,1.0,6789.0,1.0,64014.0,0.54353,2.214e-05,144.27346,-29.90018,0.48865,6838.0,1772274865077
BTC-USD,BTC-20260626-640000-P,option,True,1,P,640000.0,20260626,0.01,0.0001,0.0001,0.0003,0.0,0.0,0.0,0.0,64021.0,-0.99999,0.0,1e-05,0.0,0.68068,571459.0,1772274867097
BTC-USD,BTC-20260626-640000-C,option,True,1,C,640000.0,20260626,0.01,0.0001,0.0001,0.0003,0.0,0.0,0.0,0.0,64000.0,0.0,0.0,1e-05,0.0,0.68068,0.0,1772274858204
BTC-USD,BTC-20260626-620000-P,option,True,1,P,620000.0,20260626,0.01,0.0001,0.0001,0.0003,0.0,0.0,0.0,0.0,64000.0,-0.99999,0.0,1e-05,0.0,0.68068,551619.0,1772274858305
BTC-USD,BTC-20260626-620000-C,option,True,1,C,620000.0,20260626,0.01,0.0001,0.0001,0.0003,0.0,0.0,0.0,0.0,64021.0,0.0,0.0,1e-05,0.0,0.68068,0.0,1772274866694
BTC-USD,BTC-20260626-60000-P,option,True,1,P,60000.0,20260626,0.01,0.0001,0.0001,0.0003,5360.0,1.0,5097.0,1.0,64021.0,-0.34742,1.959e-05,134.40501,-29.33021,0.51453,5176.0,1772274866289
BTC-USD,BTC-20260626-60000-C,option,True,1,C,60000.0,20260626,0.01,0.0001,0.0001,0.0003,9786.0,3.286,9412.0,1.0,64021.0,0.65257,1.959e-05,134.40501,-29.33021,0.51453,9621.0,1772274866694
BTC-USD,BTC-20260626-600000-P,option,True,1,P,600000.0,20260626,0.01,0.0001,0.0001,0.0003,0.0,0.0,0.0,0.0,64000.0,-0.99999,0.0,2e-05,0.0,0.68068,531761.0,1772274858406
BTC-USD,BTC-20260626-600000-C,option,True,1,C,600000.0,20260626,0.01,0.0001,0.0001,0.0003,0.0,0.0,0.0,0.0,64000.0,0.0,0.0,2e-05,0.0,0.68068,0.0,1772274859517
BTC-USD,BTC-20260626-580000-P,option,True,1,P,580000.0,20260626,0.01,0.0001,0.0001,0.0003,0.0,0.0,0.0,0.0,64021.0,-0.99999,0.0,4e-05,-1e-05,0.68068,511883.0,1772274866657
BTC-USD,BTC-20260626-580000-C,option,True,1,C,580000.0,20260626,0.01,0.0001,0.0001,0.0003,0.0,0.0,0.0,0.0,64021.0,0.0,0.0,4e-05,-1e-05,0.68068,0.0,1772274866492
BTC-USD,BTC-20260626-560000-P,option,True,1,P,560000.0,20260626,0.01,0.0001,0.0001,0.0003,0.0,0.0,0.0,0.0,64014.0,-0.99999,0.0,6e-05,-2e-05,0.68068,492031.0,1772274864067
BTC-USD,BTC-20260626-560000-C,option,True,1,C,560000.0,20260626,0.01,0.0001,0.0001,0.0003,0.0,0.0,0.0,0.0,64014.0,0.0,0.0,6e-05,-2e-05,0.68068,0.0,1772274864672
BTC-USD,BTC-20260626-540000-P,option,True,1,P,540000.0,20260626,0.01,0.0001,0.0001,0.0003,0.0,0.0,0.0,0.0,64021.0,-0.99999,0.0,0.00011,-3e-05,0.68068,472165.0,1772274866592
BTC-USD,BTC-20260626-540000-C,option,True,1,C,540000.0,20260626,0.01,0.0001,0.0001,0.0003,0.0,0.0,0.0,0.0,64000.0,0.0,0.0,0.00011,-3e-05,0.68068,0.0,1772274857800
BTC-USD,BTC-20260626-520000-P,option,True,1,P,520000.0,20260626,0.01,0.0001,0.0001,0.0003,0.0,0.0,0.0,0.0,64021.0,-0.99999,0.0,0.00019,-5e-05,0.68068,452306.0,1772274867098
BTC-USD,BTC-20260626-520000-C,option,True,1,C,520000.0,20260626,0.01,0.0001,0.0001,0.0003,0.0,0.0,0.0,0.0,64021.0,0.0,0.0,0.00019,-5e-05,0.68068,0.0,1772274866593
BTC-USD,BTC-20260626-50000-P,option,True,1,P,50000.0,20260626,0.01,1e-05,0.0001,0.0003,2412.0,1.0,2208.0,1.0,64021.0,-0.17787,1.199e-05,94.76178,-23.81214,0.59249,2447.0,1772274867200
BTC-USD,BTC-20260626-50000-C,option,True,1,C,50000.0,20260626,0.01,1e-05,0.0001,0.0003,17738.0,1.0,15380.0,1.0,64021.0,0.82212,1.199e-05,94.76179,-23.81214,0.59249,16822.0,1772274866997
BTC-USD,BTC-20260626-500000-P,option,True,1,P,500000.0,20260626,0.01,0.0001,0.0001,0.0003,0.0,0.0,0.0,0.0,64021.0,-0.99999,0.0,0.00032,-9e-05,0.68068,432447.0,1772274866759
BTC-USD,BTC-20260626-500000-C,option,True,1,C,500000.0,20260626,0.01,0.0001,0.0001,0.0003,0.0,0.0,0.0,0.0,64021.0,0.0,0.0,0.00032,-9e-05,0.68068,0.0,1772274865784
BTC-USD,BTC-20260626-480000-P,option,True,1,P,480000.0,20260626,0.01,0.0001,0.0001,0.0003,0.0,0.0,0.0,0.0,64000.0,-0.99999,0.0,0.00054,-0.00015,0.68068,412608.0,1772274859383
BTC-USD,BTC-20260626-480000-C,option,True,1,C,480000.0,20260626,0.01,0.0001,0.0001,0.0003,0.0,0.0,0.0,0.0,64021.0,0.0,0.0,0.00055,-0.00015,0.68068,0.0,1772274866896
BTC-USD,BTC-20260626-460000-P,option,True,1,P,460000.0,20260626,0.01,0.0001,0.0001,0.0003,0.0,0.0,0.0,0.0,64014.0,-0.99999,0.0,0.00094,-0.00027,0.68068,392737.0,1772274865077
BTC-USD,BTC-20260626-460000-C,option,True,1,C,460000.0,20260626,0.01,0.0001,0.0001,0.0003,0.0,0.0,0.0,0.0,64000.0,0.0,0.0,0.00094,-0.00027,0.68068,0.0,1772274857901
BTC-USD,BTC-20260626-440000-P,option,True,1,P,440000.0,20260626,0.01,0.0001,0.0001,0.0003,0.0,0.0,0.0,0.0,64000.0,-0.99999,0.0,0.00164,-0.00047,0.68068,372891.0,1772274858809
BTC-USD,BTC-20260626-440000-C,option,True,1,C,440000.0,20260626,0.01,0.0001,0.0001,0.0003,0.0,0.0,0.0,0.0,64021.0,0.0,0.0,0.00165,-0.00047,0.68068,0.0,1772274866693
